CellType,annotLevel,p,fold_change,sd_from_mean,GeneSet,Study,Species
Neuroblasts,1,0.9981,0.7262524521773323,-2.2846906697163267,Mural,allKI,mouse
Oligodendrocyte Precursor,1,0.2381,1.1013812342690947,0.6240141518059212,Mural,allKI,mouse
Oligodendrocytes,1,0.9966,0.6308815026188611,-2.179055916228154,Mural,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.9211,0.8610785753221195,-1.339058360488586,Mural,allKI,mouse
pyramidal CA1,1,0.9827,0.8267594760565707,-1.9245855377292123,Mural,allKI,mouse
pyramidal SS,1,0.867,0.9018857035127112,-1.1035409874469966,Mural,allKI,mouse
Radial glia like cells,1,0.0423,1.2294199556851075,1.8256662995432904,Mural,allKI,mouse
Serotonergic Neuron,1,1,0.5339524808211373,-4.127809642709161,Mural,allKI,mouse
Striatal Interneuron,1,0.2779,1.0683488797869722,0.5272881098352356,Mural,allKI,mouse
Vascular Leptomeningeal Cells,1,0,2.947315242554113,7.439123106827596,Mural,allKI,mouse
ASC,1,0.8345,0.8942841433760519,-0.9784155361410682,Mural,DRONC_mouse,mouse
ChP,1,0.479,1.0002415783225935,0.001576093793473498,Mural,DRONC_mouse,mouse
END,1,0,1.7627881746212382,6.045279078402669,Mural,DRONC_mouse,mouse
exCA,1,0.7656,0.936467855915574,-0.7432059335197875,Mural,DRONC_mouse,mouse
exDG,1,0.9975,0.7664256075707486,-2.5541459041867127,Mural,DRONC_mouse,mouse
exPFC,1,0.9644,0.8649347528489902,-1.7543002002126167,Mural,DRONC_mouse,mouse
GABA,1,0.7057,0.9513994738051672,-0.5740430800479812,Mural,DRONC_mouse,mouse
MG,1,0.922,0.8598766237192718,-1.323153125814198,Mural,DRONC_mouse,mouse
ODC,1,0.3222,1.051060692713053,0.40092524272866387,Mural,DRONC_mouse,mouse
OPC,1,0.4939,0.9930918580344249,-0.05970065649214252,Mural,DRONC_mouse,mouse
SMC,1,0,1.8314006678334442,8.266055429069587,Mural,DRONC_mouse,mouse
astrocytes_ependymal,1,0.9551,0.83471420582195055,-1.6136850734952686,Oligodendrocyte,allKI,mouse
Dopaminergic Adult,1,1e-4,1.2913487700524222,4.666229413633826,Oligodendrocyte,allKI,mouse
Dopaminergic Neuroblast,1,0.9459,0.8592941148437219,-1.5131788867386073,Oligodendrocyte,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.9864,0.8464829694680259,-1.937980153287717,Oligodendrocyte,allKI,mouse
Embryonic GABAergic Neuron,1,0.9999,0.8288326044196938,-3.189575567858014,Oligodendrocyte,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.9301,0.9048730726375765,-1.4003210080737167,Oligodendrocyte,allKI,mouse
endothelial-mural,1,1,0.572248618813427,-3.6561318436388985,Oligodendrocyte,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.9993,0.8288622594272377,-2.7148529297026203,Oligodendrocyte,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.9741,0.8995816196846267,-1.7536478056744715,Oligodendrocyte,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.9902,0.8623616934654642,-1.97945970720421,Oligodendrocyte,allKI,mouse
interneurons,1,1,0.7803399157690559,-4.045660076984333,Oligodendrocyte,allKI,mouse
Medium Spiny Neuron,1,0.0303,1.1929414280616233,2.0529083123951843,Oligodendrocyte,allKI,mouse
microglia,1,0.9999,0.5695001702254536,-2.8998859606345495,Oligodendrocyte,allKI,mouse
Neural Progenitors,1,0.9937,0.7926407359729917,-2.289103060124453,Oligodendrocyte,allKI,mouse
Neuroblasts,1,0.9999,0.774006061783137,-2.8762936518001836,Oligodendrocyte,allKI,mouse
Oligodendrocyte Precursor,1,0,1.5996861219499066,6.699522861395221,Oligodendrocyte,allKI,mouse
Oligodendrocytes,1,0,7.294725482337553,59.949701653428015,Oligodendrocyte,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.3126,1.0289871129639112,0.4604557475619135,Oligodendrocyte,allKI,mouse
pyramidal CA1,1,1,0.7558961299368622,-4.437096957704936,Oligodendrocyte,allKI,mouse
pyramidal SS,1,0.9059,0.9301297280887263,-1.297649535468363,Oligodendrocyte,allKI,mouse
Radial glia like cells,1,0.8571,0.9182552875659196,-1.0560192206435342,Oligodendrocyte,allKI,mouse
Serotonergic Neuron,1,0.8272,0.932968692476866,-0.9298698534990951,Oligodendrocyte,allKI,mouse
Striatal Interneuron,1,0.9981,0.8046372660981236,-2.4892355991124275,Oligodendrocyte,allKI,mouse
Vascular Leptomeningeal Cells,1,0.5976,0.951234714768917,-0.30286432327112434,Oligodendrocyte,allKI,mouse
ASC,1,0.4081,1.011863088909561,0.19045202298338015,Oligodendrocyte,DRONC_mouse,mouse
ChP,1,0.9974,0.7615596700993138,-2.6161109175088417,Oligodendrocyte,DRONC_mouse,mouse
END,1,0.995,0.822919730850157,-2.395069210765732,Oligodendrocyte,DRONC_mouse,mouse
exCA,1,0.9998,0.8343484764029847,-3.277897872416088,Oligodendrocyte,DRONC_mouse,mouse
exDG,1,0.941,0.9203082396206789,-1.5204698378603048,Oligodendrocyte,DRONC_mouse,mouse
exPFC,1,1,0.8163342901784774,-4.035521203060038,Oligodendrocyte,DRONC_mouse,mouse
GABA,1,0.9989,0.8493158932417171,-2.900278932485747,Oligodendrocyte,DRONC_mouse,mouse
MG,1,1e-4,1.3129802245177427,4.867536481493102,Oligodendrocyte,DRONC_mouse,mouse
ODC,1,0,5.112867835225205,52.74898446326787,Oligodendrocyte,DRONC_mouse,mouse
OPC,1,0,1.4762072441239151,7.375170553450271,Oligodendrocyte,DRONC_mouse,mouse
