CellType,annotLevel,p,fold_change,sd_from_mean,GeneSet,Study,Species
MG,1,0.4653,0.9646984087196115,-0.11978662013679553,TPM:Adult-Ex1,DRONC_mouse,mouse
ODC,1,0.9926,0.39402595282848074,-1.7765196596810064,TPM:Adult-Ex1,DRONC_mouse,mouse
OPC,1,0.1598,1.2557550655133416,0.9160294816692347,TPM:Adult-Ex1,DRONC_mouse,mouse
SMC,1,0.2621,1.1257712771869341,0.4700694606894127,TPM:Adult-Ex1,DRONC_mouse,mouse
astrocytes_ependymal,1,0.30620000000000003,1.0937274209337362,0.1555539641517592,TPM:Adult-Ex2,allKI,mouse
Dopaminergic Adult,1,0.9946,0.41605082261663917,-1.7822911062360705,TPM:Adult-Ex2,allKI,mouse
Dopaminergic Neuroblast,1,0.9677,0.434406265423295,-1.43613651009082,TPM:Adult-Ex2,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.9972,0.3200962735122145,-1.8666494196184122,TPM:Adult-Ex2,allKI,mouse
Embryonic GABAergic Neuron,1,0.702,0.8496190495967714,-0.5369410029025418,TPM:Adult-Ex2,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.5515,0.9188238556745919,-0.24587527343120041,TPM:Adult-Ex2,allKI,mouse
endothelial-mural,1,0.245,1.1682104721260393,0.24712718930138663,TPM:Adult-Ex2,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.7764,0.7696735677673227,-0.7137568657370961,TPM:Adult-Ex2,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.0603,1.4405785621212357,1.374511494806068,TPM:Adult-Ex2,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.034,1.9611599251555627,2.320840480183588,TPM:Adult-Ex2,allKI,mouse
interneurons,1,0.4731,0.9836182916869347,-0.06061248448504966,TPM:Adult-Ex2,allKI,mouse
Medium Spiny Neuron,1,0.9818,0.385139035822033,-1.445644446051282,TPM:Adult-Ex2,allKI,mouse
microglia,1,0.5978,0.5740881709992234,-0.4854963618004879,TPM:Adult-Ex2,allKI,mouse
Neural Progenitors,1,0.7376,0.6739720614510946,-0.6531244262718499,TPM:Adult-Ex2,allKI,mouse
Neuroblasts,1,0.0423,1.8664136541502387,1.8087791524086019,TPM:Adult-Ex2,allKI,mouse
Oligodendrocyte Precursor,1,0.3492,1.048872110849444,0.11741273843211321,TPM:Adult-Ex2,allKI,mouse
Oligodendrocytes,1,0.2864,1.1224055664267278,0.22435180665913337,TPM:Adult-Ex2,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.7306,0.7669727497554303,-0.6352527067533998,TPM:Adult-Ex2,allKI,mouse
pyramidal CA1,1,0.2796,1.1216487276269504,0.4214234761220871,TPM:Adult-Ex2,allKI,mouse
pyramidal SS,1,0.0027,2.216188068987532,4.202180599754559,TPM:Adult-Ex2,allKI,mouse
Radial glia like cells,1,0.4144,0.9855450441540043,-0.03261067192567932,TPM:Adult-Ex2,allKI,mouse
Serotonergic Neuron,1,0.7113,0.78738401540362,-0.5415437454946388,TPM:Adult-Ex2,allKI,mouse
Striatal Interneuron,1,0.5175,0.916898007469192,-0.20346585680334367,TPM:Adult-Ex2,allKI,mouse
Vascular Leptomeningeal Cells,1,0.0258,3.737090814528401,2.930384998303572,TPM:Adult-Ex2,allKI,mouse
ASC,1,0.1119,1.4307174295603908,1.205290391499939,TPM:Adult-Ex2,DRONC_mouse,mouse
ChP,1,0.1063,1.6440475557471026,1.3211562215161248,TPM:Adult-Ex2,DRONC_mouse,mouse
END,1,0.9731,0.42106285014963524,-1.420831456324866,TPM:Adult-Ex2,DRONC_mouse,mouse
exCA,1,0.4945,0.9857283009354708,-0.055668025731380584,TPM:Adult-Ex2,DRONC_mouse,mouse
exDG,1,0.0956,1.3810381969331644,1.3307736054070605,TPM:Adult-Ex2,DRONC_mouse,mouse
exPFC,1,0.313,1.0961470454453954,0.4050315404427652,TPM:Adult-Ex2,DRONC_mouse,mouse
GABA,1,0.2816,1.1227910691618612,0.4788031480423716,TPM:Adult-Ex2,DRONC_mouse,mouse
MG,1,0.4225,1.0053091238816505,0.017340823547720857,TPM:Adult-Ex2,DRONC_mouse,mouse
ODC,1,0.2564,1.187941476047517,0.5108634974255932,TPM:Adult-Ex2,DRONC_mouse,mouse
OPC,1,0.9665,0.5084455619868525,-1.388328470641248,TPM:Adult-Ex2,DRONC_mouse,mouse
SMC,1,0.0748,1.4756626083152995,1.553286538513559,TPM:Adult-Ex2,DRONC_mouse,mouse
astrocytes_ependymal,1,0.6887,0.6217654840349252,-0.5819235133746381,TPM:Adult-Ex3,allKI,mouse
Dopaminergic Adult,1,0.1099,1.3899251195406896,1.0838170931025024,TPM:Adult-Ex3,allKI,mouse
Dopaminergic Neuroblast,1,0.1782,1.3505803892806423,0.6312800512440593,TPM:Adult-Ex3,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.6117,0.7936565105054079,-0.34839096009806086,TPM:Adult-Ex3,allKI,mouse
Embryonic GABAergic Neuron,1,0.0798,1.4509998281747551,1.370496587911224,TPM:Adult-Ex3,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.2242,1.2050754754663044,0.4958074253642743,TPM:Adult-Ex3,allKI,mouse
endothelial-mural,1,0.6112,0.5916819141018649,-0.5182241600173177,TPM:Adult-Ex3,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.2628,1.1548583223352786,0.38174395343752826,TPM:Adult-Ex3,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.1118,1.3142091573527424,0.7604811366110531,TPM:Adult-Ex3,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.0305,2.212745643510389,2.5182724528174183,TPM:Adult-Ex3,allKI,mouse
interneurons,1,0.1011,1.3815618029048868,1.1443201051038512,TPM:Adult-Ex3,allKI,mouse
Medium Spiny Neuron,1,0.6159,0.7932591796120513,-0.39549471898381816,TPM:Adult-Ex3,allKI,mouse
microglia,1,0.7663,0.39988765561310224,-0.6292612882149421,TPM:Adult-Ex3,allKI,mouse
Neural Progenitors,1,0.8941,0.4751479425425813,-0.9501246604186627,TPM:Adult-Ex3,allKI,mouse
Neuroblasts,1,0.378,0.9935259810406519,-0.01309248934114669,TPM:Adult-Ex3,allKI,mouse
Oligodendrocyte Precursor,1,0.7285,0.6804137460635983,-0.5424451624863432,TPM:Adult-Ex3,allKI,mouse
Oligodendrocytes,1,0.6924,0.6465905191058066,-0.5694775062590688,TPM:Adult-Ex3,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.4597,0.9548892261354132,-0.10631239418702661,TPM:Adult-Ex3,allKI,mouse
pyramidal CA1,1,0.2379,1.1910737599247412,0.5641031998954593,TPM:Adult-Ex3,allKI,mouse
pyramidal SS,1,0.0017,2.283851658281049,4.143777631980177,TPM:Adult-Ex3,allKI,mouse
Radial glia like cells,1,0.9758,0.39097177435092734,-1.3161576613442223,TPM:Adult-Ex3,allKI,mouse
Serotonergic Neuron,1,0.4456,0.9628784587423298,-0.07921209424753453,TPM:Adult-Ex3,allKI,mouse
Striatal Interneuron,1,0.0445,2.0257447339875614,2.031078177241449,TPM:Adult-Ex3,allKI,mouse
Vascular Leptomeningeal Cells,1,0.9881,0.1176796437610039,-0.791569836252345,TPM:Adult-Ex3,allKI,mouse
ASC,1,0.6422,0.8202639564661085,-0.455971984081999,TPM:Adult-Ex3,DRONC_mouse,mouse
ChP,1,0.8187,0.5294088973133056,-0.8349539011371307,TPM:Adult-Ex3,DRONC_mouse,mouse
END,1,0.6463,0.7445257421327045,-0.5223696065453206,TPM:Adult-Ex3,DRONC_mouse,mouse
exCA,1,0.5022,0.9795537900173681,-0.06701979640959564,TPM:Adult-Ex3,DRONC_mouse,mouse
exDG,1,0.0043,2.141787905836589,3.333514831595576,TPM:Adult-Ex3,DRONC_mouse,mouse
exPFC,1,0.0076,1.7902914643041175,2.808347700205713,TPM:Adult-Ex3,DRONC_mouse,mouse
GABA,1,0.106,1.4222784005612996,1.2075465172563844,TPM:Adult-Ex3,DRONC_mouse,mouse
MG,1,0.2101,1.2139533300807153,0.5169720319723465,TPM:Adult-Ex3,DRONC_mouse,mouse
ODC,1,0.7231,0.7242635958324786,-0.6331061140425497,TPM:Adult-Ex3,DRONC_mouse,mouse
OPC,1,0.384,1.0440652449254124,0.11269937942608245,TPM:Adult-Ex3,DRONC_mouse,mouse
SMC,1,0.4377,0.9662393906300143,-0.08785772411339292,TPM:Adult-Ex3,DRONC_mouse,mouse
astrocytes_ependymal,1,0.0874,1.755210293118117,1.5399703386992452,TPM:Adult-Ex4,allKI,mouse
Dopaminergic Adult,1,0.0173,1.9559191967014142,2.9505807679882334,TPM:Adult-Ex4,allKI,mouse
Dopaminergic Neuroblast,1,0.9323,0.5668796488213966,-1.30051496487232,TPM:Adult-Ex4,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.7228,0.7755239318614904,-0.5978227326561096,TPM:Adult-Ex4,allKI,mouse
Embryonic GABAergic Neuron,1,0.6564,0.8931253635605739,-0.44546131076560674,TPM:Adult-Ex4,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.717,0.8274949084387859,-0.5661872804737238,TPM:Adult-Ex4,allKI,mouse
endothelial-mural,1,0.2556,1.2019414105953101,0.32913479960440056,TPM:Adult-Ex4,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.0766,1.4206533190540478,1.4189825065860067,TPM:Adult-Ex4,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.2537,1.1099060677366324,0.49086631562586064,TPM:Adult-Ex4,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.0891,1.3085385611239446,0.9433808525435273,TPM:Adult-Ex4,allKI,mouse
interneurons,1,0.8414,0.7820288117100688,-0.9443899749616582,TPM:Adult-Ex4,allKI,mouse
Medium Spiny Neuron,1,0.0825,1.5836428557213271,1.4956573759105258,TPM:Adult-Ex4,allKI,mouse
microglia,1,0.8513,0.4355867406608756,-0.7072040069431331,TPM:Adult-Ex4,allKI,mouse
Neural Progenitors,1,0.994,0.3126336149232797,-1.455429271337057,TPM:Adult-Ex4,allKI,mouse
Neuroblasts,1,0.9628,0.5792753117399194,-1.2823600201728458,TPM:Adult-Ex4,allKI,mouse
Oligodendrocyte Precursor,1,0.9933,0.3825803048838369,-1.2715266776197227,TPM:Adult-Ex4,allKI,mouse
Oligodendrocytes,1,0.9999,0.21905690411011852,-1.5615852965381152,TPM:Adult-Ex4,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.6908,0.8421514993979389,-0.5300630755025638,TPM:Adult-Ex4,allKI,mouse
pyramidal CA1,1,0.0069,1.8773064818268375,3.3279353566863468,TPM:Adult-Ex4,allKI,mouse
pyramidal SS,1,0.0045,1.9433599434185107,3.506723905428732,TPM:Adult-Ex4,allKI,mouse
Radial glia like cells,1,0.9613,0.5186291605733142,-1.3204437227636239,TPM:Adult-Ex4,allKI,mouse
Serotonergic Neuron,1,0.8321,0.7124210890847529,-0.8438592535989259,TPM:Adult-Ex4,allKI,mouse
Striatal Interneuron,1,0.7831,0.7264935558722687,-0.6572405929238088,TPM:Adult-Ex4,allKI,mouse
Vascular Leptomeningeal Cells,1,0.1185,1.9399747412331287,1.1577798787593838,TPM:Adult-Ex4,allKI,mouse
ASC,1,0.0242,1.7526373954861727,2.394107302163263,TPM:Adult-Ex4,DRONC_mouse,mouse
ChP,1,0.3399,1.1070112263650234,0.24520584880223514,TPM:Adult-Ex4,DRONC_mouse,mouse
END,1,0.4798,0.9490157025591791,-0.13953042808752567,TPM:Adult-Ex4,DRONC_mouse,mouse
exCA,1,0.2707,1.1219394229209545,0.49370723036392916,TPM:Adult-Ex4,DRONC_mouse,mouse
exDG,1,0.7389,0.8353788538897826,-0.662897549449212,TPM:Adult-Ex4,DRONC_mouse,mouse
exPFC,1,1e-4,1.8631583345859841,4.181049733494948,TPM:Adult-Ex4,DRONC_mouse,mouse
GABA,1,0.0802,1.3260752738739685,1.459160424859235,TPM:Adult-Ex4,DRONC_mouse,mouse
MG,1,0.1795,1.1781200763976525,0.7404960255222163,TPM:Adult-Ex4,DRONC_mouse,mouse
ODC,1,0.8911,0.6282479561512657,-1.0845801782358002,TPM:Adult-Ex4,DRONC_mouse,mouse
OPC,1,0.6772,0.8268445793090554,-0.5320764647026771,TPM:Adult-Ex4,DRONC_mouse,mouse
SMC,1,0.0631,1.4701639934644934,1.7110020227436855,TPM:Adult-Ex4,DRONC_mouse,mouse
astrocytes_ependymal,1,0.1979,1.358569354350788,0.706621656986678,TPM:Adult-Ex5,allKI,mouse
Dopaminergic Adult,1,0.0678,1.4771738306130746,1.699493715771316,TPM:Adult-Ex5,allKI,mouse
Dopaminergic Neuroblast,1,0.8735,0.6295910599923814,-0.9741880366966772,TPM:Adult-Ex5,allKI,mouse
Embryonic Dopaminergic Neuron,1,0.7783,0.7338292968477503,-0.6829592335732754,TPM:Adult-Ex5,allKI,mouse
Embryonic GABAergic Neuron,1,0.8767,0.7276724470686392,-0.9840234275660085,TPM:Adult-Ex5,allKI,mouse
Embryonic midbrain nucleus neurons,1,0.3954,1.0362873482127597,0.13091339800847165,TPM:Adult-Ex5,allKI,mouse
endothelial-mural,1,0.1163,1.74853634707529,1.3146022777555681,TPM:Adult-Ex5,allKI,mouse
Hypothalamic Dopaminergic Neurons,1,0.7256,0.8368981063185759,-0.6211475672402232,TPM:Adult-Ex5,allKI,mouse
Hypothalamic GABAergic Neurons,1,0.9648,0.6501872990648473,-1.3832843819365643,TPM:Adult-Ex5,allKI,mouse
Hypothalamic Glutamatergic Neurons,1,0.5787,0.9025035353900245,-0.341760207316827,TPM:Adult-Ex5,allKI,mouse
interneurons,1,0.7506,0.8418665288761837,-0.681783568713203,TPM:Adult-Ex5,allKI,mouse
Medium Spiny Neuron,1,0.7483,0.7292581741370915,-0.6323434297365018,TPM:Adult-Ex5,allKI,mouse
microglia,1,0.1227,1.8737337452780978,1.2364879061321294,TPM:Adult-Ex5,allKI,mouse
Neural Progenitors,1,0.9041,0.5428097018833042,-1.06145248931849,TPM:Adult-Ex5,allKI,mouse
Neuroblasts,1,0.5272,0.9056697259878428,-0.23955914216017024,TPM:Adult-Ex5,allKI,mouse
Oligodendrocyte Precursor,1,0.8591,0.6210651767810856,-0.8457592811149404,TPM:Adult-Ex5,allKI,mouse
Oligodendrocytes,1,1,0.16384358939742513,-1.7206235522217028,TPM:Adult-Ex5,allKI,mouse
Oxytocin and Vasopressin Expressing Neurons,1,0.8699,0.7109234356009536,-0.9662681166033229,TPM:Adult-Ex5,allKI,mouse
pyramidal CA1,1,0.0081,1.7474752411602348,3.0112919267970346,TPM:Adult-Ex5,allKI,mouse
pyramidal SS,1,0.0529,1.4613458574027203,1.8017642951441668,TPM:Adult-Ex5,allKI,mouse
Radial glia like cells,1,0.6729,0.8102406184569589,-0.5360993935767663,TPM:Adult-Ex5,allKI,mouse
Serotonergic Neuron,1,0.4731,0.9676766642052002,-0.0948148862054071,TPM:Adult-Ex5,allKI,mouse
Striatal Interneuron,1,0.0902,1.6175827936911413,1.4272997481884846,TPM:Adult-Ex5,allKI,mouse
Vascular Leptomeningeal Cells,1,0.2594,1.1767482699450507,0.23001746574356396,TPM:Adult-Ex5,allKI,mouse
ASC,1,0.0858,1.4320521239078865,1.4837363927300122,TPM:Adult-Ex5,DRONC_mouse,mouse
ChP,1,0.7274,0.695631232483749,-0.6913500069825416,TPM:Adult-Ex5,DRONC_mouse,mouse
END,1,0.2334,1.2439942067712562,0.6586819351533674,TPM:Adult-Ex5,DRONC_mouse,mouse
exCA,1,0.0354,1.4813144422634943,2.0040382835464756,TPM:Adult-Ex5,DRONC_mouse,mouse
exDG,1,0.0886,1.3660369567884287,1.3890109533198205,TPM:Adult-Ex5,DRONC_mouse,mouse
exPFC,1,0.1758,1.1835687594775803,0.8992307054596826,TPM:Adult-Ex5,DRONC_mouse,mouse
GABA,1,0.1919,1.1876831552664446,0.8093967262189965,TPM:Adult-Ex5,DRONC_mouse,mouse
MG,1,0.4612,1.0001011418661636,4.1130842785157143e-4,TPM:Adult-Ex5,DRONC_mouse,mouse
ODC,1,0.9813,0.46325460124033463,-1.6038945660226873,TPM:Adult-Ex5,DRONC_mouse,mouse
OPC,1,0.7892,0.7604400456876468,-0.7928513228678109,TPM:Adult-Ex5,DRONC_mouse,mouse
SMC,1,0.0393,1.5838269711169595,2.136936859078889,TPM:Adult-Ex5,DRONC_mouse,mouse
